Discharge Time (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL
1232.79,4.1,2.858,474.52,1716.68,2670.03,92.6
1231.14,4.116,2.79,411.64,1613.37,2603.98,78.7
1194.85,4.067,2.822,447.42,1667.38,2720.65,85.3
1039.49,4.078,2.73,305.89,1338.64,2414.38,13.2
1266.16,4.131,2.855,502.46,1776.12,2789.6,116.7
1206.17,4.111,2.77,448.31,1631.0,2640.6,86.0
1350.05,4.179,2.921,539.14,1772.97,2821.08,130.3
1258.34,4.089,2.831,439.4,1554.81,2615.5,83.0
1095.74,4.02,2.742,321.45,1371.69,2394.96,26.2
1297.67,4.117,2.844,492.69,1714.66,2755.05,110.6
1106.6,4.01,2.77,324.33,1377.43,2339.85,30.1
1451.55,4.179,2.961,579.47,1863.51,2968.46,148.4
1289.76,4.117,2.809,499.32,1740.07,2751.27,104.6
1047.26,4.014,2.673,322.81,1353.3,2394.18,27.6
1473.68,4.183,3.011,615.86,1937.85,3031.57,163.6
1244.48,4.111,2.82,444.64,1638.8,2696.4,88.6
1015.66,3.991,2.694,296.79,1360.02,2403.72,13.3
1309.86,4.117,2.908,485.93,1742.37,2730.87,106.9
1130.63,4.062,2.755,370.2,1430.47,2513.84,43.8
1403.51,4.164,2.888,554.1,1842.75,2798.29,136.8
1406.9,4.141,2.856,563.8,1909.05,2887.48,139.2
1506.41,4.195,3.047,650.02,2016.8,2971.48,166.4
1234.44,4.105,2.838,451.38,1652.02,2698.15,85.8
1221.44,4.106,2.851,417.47,1603.53,2613.09,77.9
1355.9,4.133,2.889,557.06,1814.22,2808.61,128.3
1056.75,4.008,2.767,335.81,1427.75,2459.52,23.4
1294.35,4.092,2.781,473.96,1692.24,2735.11,93.4
1209.47,4.092,2.812,465.66,1661.56,2721.27,93.3
1075.25,4.018,2.676,306.9,1360.29,2401.55,16.1
1183.38,4.09,2.809,398.6,1558.09,2630.8,71.6
1400.25,4.19,2.903,563.92,1838.7,2889.43,145.2
1427.09,4.168,2.955,584.64,1858.35,2866.47,145.7
1020.16,3.984,2.671,312.56,1331.31,2403.29,17.8
1033.45,4.024,2.759,305.95,1323.67,2315.58,16.3
1106.62,4.049,2.734,360.89,1434.84,2552.31,45.4
1425.11,4.175,2.965,614.44,1882.92,2910.06,148.8
1049.75,3.992,2.661,345.52,1404.27,2403.45,22.8
1388.39,4.138,2.837,512.28,1841.09,2770.67,122.7
1103.13,3.988,2.685,317.24,1385.8,2443.93,18.1
1248.27,4.131,2.872,491.19,1649.47,2770.53,106.3
1183.7,4.057,2.788,403.51,1554.06,2571.82,61.2
1406.0,4.146,2.943,583.31,1860.03,2877.15,134.3
1128.59,4.009,2.693,386.11,1435.39,2484.15,40.5
1290.48,4.145,2.867,507.46,1711.14,2786.44,109.0
1109.79,4.035,2.722,354.52,1428.73,2467.19,40.8
1326.37,4.142,2.855,520.86,1811.07,2804.6,121.6
1419.55,4.159,2.937,630.81,1913.99,2935.09,148.7
1038.71,3.985,2.711,308.97,1400.26,2352.35,22.4
1423.34,4.162,2.969,602.77,1921.44,2856.91,147.5
1246.43,4.108,2.87,475.06,1735.68,2795.66,101.3
1064.09,4.024,2.73,300.49,1382.9,2374.07,22.5
1172.18,4.073,2.807,443.8,1538.26,2670.96,73.3
1088.6,4.01,2.776,304.58,1338.71,2416.93,28.2
1321.21,4.107,2.895,488.69,1790.81,2750.73,119.4
1375.93,4.151,2.891,555.3,1833.29,2882.45,129.2
1087.18,3.997,2.727,309.71,1331.02,2418.96,18.9
1280.73,4.123,2.861,452.76,1636.23,2691.74,86.5
1335.02,4.164,2.896,568.03,1843.78,2825.27,138.7
1443.48,4.198,2.983,630.08,1935.67,2973.95,159.2
1237.0,4.093,2.856,444.56,1591.15,2546.24,87.8
1483.68,4.194,2.999,640.93,1962.73,2981.68,161.6
1214.13,4.085,2.842,471.16,1634.71,2647.09,91.5
1163.2,4.05,2.817,429.67,1560.01,2644.56,67.6
1419.51,4.169,2.901,601.44,1830.36,2933.16,144.3
1236.75,4.106,2.794,439.89,1637.37,2661.35,84.3
1233.93,4.051,2.836,444.3,1588.68,2682.91,80.8
1244.43,4.084,2.801,446.77,1585.39,2748.0,83.9
1423.95,4.205,2.878,588.19,1868.68,2892.72,144.1
1412.34,4.174,2.915,555.65,1822.62,2898.35,141.6
1193.5,4.106,2.805,420.97,1546.56,2543.8,69.2
1176.27,4.048,2.801,394.85,1509.42,2511.8,57.3
1178.14,4.085,2.807,468.4,1620.73,2616.63,84.1
1312.26,4.13,2.845,488.59,1691.04,2710.07,97.8
1061.95,4.053,2.729,357.01,1422.68,2497.91,41.3
1360.23,4.155,2.94,557.89,1865.13,2831.5,135.2
1225.83,4.068,2.847,424.06,1622.61,2660.98,83.2
1176.81,4.084,2.786,413.24,1530.73,2586.92,57.5
985.69,4.064,2.706,298.59,1400.0,2402.51,19.1
1116.59,4.01,2.753,326.89,1393.52,2526.87,41.4
1491.42,4.217,3.036,640.45,1949.13,2894.95,161.4
1171.71,4.046,2.757,377.66,1463.11,2464.3,52.6
1069.42,4.02,2.748,337.11,1456.3,2461.92,29.5
1211.6,4.093,2.808,432.62,1613.99,2642.0,78.9
1132.35,4.031,2.799,361.14,1496.0,2532.11,52.9
1021.19,3.998,2.715,299.51,1338.33,2352.45,6.9
1129.23,4.026,2.745,377.49,1498.98,2494.32,55.6
1237.28,4.114,2.863,453.39,1670.34,2620.33,93.0
1274.11,4.151,2.837,484.52,1648.19,2730.96,94.2
1173.61,4.053,2.765,405.42,1481.14,2605.97,61.3
1225.04,4.081,2.752,390.54,1613.42,2595.79,76.6
1486.01,4.19,3.03,637.52,1944.4,2891.63,164.2
1197.53,4.09,2.829,416.63,1559.2,2570.57,64.8
1147.82,4.053,2.662,342.42,1485.95,2469.06,44.6
1075.78,4.06,2.66,343.44,1375.91,2519.53,42.1
1196.38,4.077,2.819,443.79,1625.33,2591.9,78.4
1363.23,4.158,2.905,538.26,1823.4,2863.61,129.4
1102.33,3.967,2.752,314.92,1388.39,2465.54,35.8
1326.06,4.153,2.862,542.53,1725.92,2852.94,120.9
1048.14,3.971,2.627,287.44,1291.07,2360.88,4.6
1248.84,4.072,2.76,420.65,1560.89,2588.34,71.8
1382.28,4.168,2.951,551.11,1860.84,2861.16,132.1
1164.25,4.031,2.751,404.36,1511.48,2550.47,58.2
1290.42,4.131,2.814,451.21,1638.01,2640.89,96.3
1055.81,4.032,2.653,354.24,1370.18,2485.08,35.6
1360.54,4.175,2.836,557.63,1806.99,2821.24,126.4
1062.47,3.984,2.731,278.57,1313.93,2273.98,9.8
1402.52,4.133,2.934,573.26,1925.88,2841.05,145.1
1068.85,4.032,2.76,366.84,1397.4,2433.53,34.5
1425.8,4.186,2.931,610.04,1915.53,2948.71,148.8
1166.94,4.078,2.724,379.9,1515.25,2533.87,60.6
1327.04,4.119,2.875,511.74,1707.05,2839.84,123.1
1205.65,4.025,2.742,385.27,1517.35,2568.66,54.9
1435.69,4.174,2.948,612.58,1914.37,2928.02,154.1
1040.05,4.028,2.69,319.54,1383.33,2439.02,22.4
1088.67,4.038,2.722,371.1,1403.8,2441.03,31.2
1257.35,4.126,2.791,451.2,1589.68,2624.23,84.3
1050.64,4.001,2.676,294.71,1328.33,2369.97,14.8
1110.69,3.995,2.784,357.35,1409.7,2423.43,34.1
1446.76,4.212,3.016,625.35,1961.86,2993.84,160.5
1523.98,4.199,3.041,629.1,1997.08,3002.77,166.0
1193.46,4.075,2.772,413.78,1536.89,2637.15,64.6
1483.41,4.199,3.006,637.46,1992.92,2944.75,157.0
1269.0,4.13,2.837,463.83,1682.08,2704.85,93.1
1151.61,4.047,2.716,350.16,1491.29,2516.14,46.6
1317.42,4.161,2.829,523.45,1797.71,2817.74,119.7
1304.65,4.14,2.791,490.06,1742.91,2784.36,112.4
1527.54,4.185,3.111,648.41,2013.49,2962.57,168.2
1167.89,4.042,2.733,374.62,1495.62,2506.38,45.8
1294.98,4.144,2.881,479.96,1754.16,2777.04,114.6
1044.13,3.988,2.704,309.47,1345.15,2447.64,9.8
1052.65,4.033,2.739,310.98,1315.74,2331.2,20.2
1000.97,3.995,2.686,276.84,1314.81,2358.95,1.7
1506.82,4.208,3.051,629.84,1976.45,3061.27,169.9
1420.15,4.188,2.885,546.82,1808.91,2827.97,136.6
1394.66,4.163,2.899,582.85,1827.91,2940.51,134.0
1234.75,4.099,2.763,460.34,1637.62,2672.95,87.1
1157.45,4.052,2.729,394.12,1492.53,2516.69,51.7
1070.34,4.02,2.684,314.95,1418.92,2429.53,26.6
1147.96,4.057,2.741,396.65,1455.06,2522.36,49.1
1214.19,4.097,2.759,399.17,1585.09,2585.84,64.5
1315.4,4.137,2.9,531.91,1862.73,2786.66,128.8
1277.27,4.09,2.845,442.5,1659.87,2704.66,92.2
1009.89,4.033,2.696,290.3,1305.76,2307.71,14.1
1054.78,3.984,2.646,277.98,1365.86,2320.43,4.0
1042.77,4.017,2.647,299.85,1398.96,2379.25,18.3
1164.94,4.065,2.788,425.66,1565.96,2601.32,70.4
1480.08,4.152,2.973,658.76,1907.31,2951.68,158.7
1315.13,4.128,2.847,492.26,1743.33,2763.3,108.7
1366.41,4.181,2.926,559.31,1830.01,2811.1,136.5
1190.52,4.087,2.842,404.0,1626.38,2637.66,79.8
1167.98,4.037,2.718,381.41,1532.56,2530.17,62.1
1031.13,4.016,2.68,290.73,1303.4,2409.18,19.3
1404.74,4.159,2.952,606.69,1868.75,2985.31,149.0
1384.37,4.102,2.874,583.9,1810.72,2855.86,133.4
1062.39,4.025,2.679,316.71,1440.87,2499.1,29.4
1254.63,4.109,2.851,445.49,1613.74,2677.66,87.6
1269.18,4.117,2.773,435.72,1547.05,2624.41,83.4
1296.09,4.157,2.808,501.42,1709.59,2752.93,106.6
1473.15,4.202,2.97,627.14,1950.38,2881.24,160.9
1327.58,4.131,2.865,505.48,1730.05,2722.93,99.0
1227.92,4.078,2.799,447.64,1698.95,2736.94,92.3
1066.97,4.034,2.656,311.75,1273.24,2318.07,9.5
1069.12,4.03,2.675,292.91,1332.67,2409.78,11.6
1116.17,4.023,2.726,314.79,1428.49,2412.85,32.7
1062.21,4.012,2.721,314.62,1297.04,2340.68,6.5
1367.55,4.158,2.915,566.51,1808.89,2781.8,126.6
1335.52,4.172,2.859,536.37,1821.77,2810.99,123.2
1100.24,4.017,2.7,313.79,1378.7,2533.93,24.0
1438.04,4.151,2.996,560.2,1893.83,2864.19,142.3
1108.47,4.014,2.75,337.28,1424.8,2420.97,27.2
1146.19,4.072,2.747,343.17,1469.87,2525.87,51.9
1103.86,4.005,2.673,371.23,1470.93,2484.62,43.1
1182.37,4.009,2.759,392.64,1519.85,2618.41,63.9
1147.84,4.062,2.704,353.38,1483.18,2468.96,44.0
1258.29,4.099,2.779,423.92,1597.76,2664.45,83.6
1183.19,4.077,2.753,389.46,1571.08,2580.84,69.9
1500.33,4.171,3.045,642.98,1982.7,3055.15,167.7
1006.77,3.969,2.701,302.78,1333.83,2371.93,10.5
1100.1,4.008,2.696,323.7,1348.71,2424.65,25.0
1018.63,4.009,2.66,315.39,1305.84,2388.49,9.9
1319.81,4.11,2.842,492.36,1714.61,2802.26,106.8
1010.17,4.021,2.684,310.18,1283.04,2401.58,10.2
1435.7,4.147,2.876,555.4,1855.76,2922.89,142.4
1251.85,4.088,2.83,441.79,1583.81,2717.25,87.5
1231.61,4.115,2.794,476.22,1655.23,2677.27,90.1
1285.41,4.101,2.819,481.46,1692.9,2783.06,95.9
1072.94,4.02,2.717,338.75,1351.74,2471.81,29.9
1118.03,4.02,2.73,336.33,1376.67,2478.7,34.4
1146.21,4.041,2.764,366.85,1466.82,2532.85,54.9
1240.93,4.122,2.798,471.05,1654.21,2662.53,101.3
1080.14,4.045,2.742,355.44,1432.29,2467.15,36.5
1053.8,4.02,2.702,287.63,1335.86,2367.3,20.7
1517.43,4.181,3.061,663.29,1984.26,2961.75,164.9
1048.2,3.992,2.716,308.87,1271.32,2344.44,4.7
1432.45,4.191,2.956,581.34,1838.15,2918.86,136.7
1425.41,4.127,2.882,566.15,1868.43,2849.87,134.2
1129.93,4.091,2.792,375.39,1445.84,2483.33,51.2
1067.98,4.022,2.719,328.78,1352.77,2357.03,23.9
1066.65,4.018,2.739,320.62,1388.92,2378.2,25.6
1319.9,4.156,2.893,551.52,1759.7,2878.71,118.9
1262.72,4.084,2.867,496.0,1734.37,2732.97,109.6
1380.89,4.182,2.875,547.59,1833.33,2779.66,133.3
1432.93,4.224,3.025,617.68,1906.28,2968.98,159.4
1333.0,4.157,2.881,506.69,1807.13,2764.91,117.9
1134.19,3.982,2.676,341.33,1380.34,2427.2,27.3
1106.58,4.057,2.726,348.6,1491.07,2521.63,42.1
1417.88,4.2,2.9,578.01,1888.52,2940.96,143.3
1127.01,4.066,2.69,365.67,1459.26,2459.7,36.4
1053.32,3.978,2.728,320.66,1357.94,2386.22,13.3
1347.02,4.158,2.831,506.75,1810.48,2849.44,119.9
1182.58,4.111,2.741,427.03,1547.89,2561.97,69.0
1449.63,4.184,3.043,592.64,1991.64,2894.52,156.5
1288.54,4.098,2.842,478.48,1720.06,2780.34,110.9
1074.88,4.027,2.726,304.88,1350.11,2343.36,16.3
1427.28,4.21,3.039,630.71,1985.4,2946.76,161.2
1150.29,4.042,2.768,357.85,1548.83,2496.62,44.7
1126.35,4.038,2.768,393.62,1541.29,2557.31,58.0
1215.59,4.095,2.78,403.58,1538.61,2581.28,69.0
1028.72,3.987,2.714,267.62,1321.18,2398.26,9.7
1205.54,4.103,2.8,439.91,1581.47,2653.27,84.9
1081.98,4.048,2.734,296.64,1405.42,2340.89,21.8
1214.14,4.042,2.773,408.83,1459.67,2601.08,68.8
1156.67,4.083,2.763,372.78,1512.78,2564.15,60.3
1394.04,4.148,2.96,558.35,1891.67,2832.48,131.6
1334.98,4.155,2.902,583.62,1871.52,2855.25,136.7
1047.24,4.034,2.721,302.52,1396.36,2406.42,26.9
1207.23,4.052,2.784,366.32,1493.36,2534.59,62.9
1172.48,4.046,2.788,394.76,1573.84,2633.55,64.1
1032.84,3.987,2.728,344.79,1352.87,2449.92,26.6
1372.13,4.183,2.877,563.65,1817.97,2888.8,135.9
1318.66,4.131,2.881,517.3,1816.44,2790.6,120.5
1091.98,4.042,2.736,323.61,1378.38,2415.21,33.2
1165.73,4.058,2.806,407.86,1485.33,2447.65,63.0
1064.62,3.99,2.732,337.34,1320.62,2440.34,18.9
1299.64,4.135,2.884,464.34,1723.61,2828.16,107.2
1100.67,4.023,2.683,323.28,1344.94,2350.8,21.5
1502.7,4.192,3.021,681.73,2043.55,2911.62,167.6
1391.61,4.16,2.916,544.77,1832.74,2875.69,132.9
1215.04,4.053,2.812,402.21,1508.66,2656.38,67.0
1266.81,4.133,2.826,472.78,1625.43,2681.78,98.8
1419.1,4.207,2.955,603.91,1958.34,3017.29,155.0
1294.6,4.122,2.776,480.52,1672.62,2715.01,94.6
1092.67,4.02,2.736,361.89,1414.24,2340.51,30.5
1184.03,4.071,2.771,375.53,1524.89,2623.07,65.0
1397.69,4.199,2.923,566.29,1883.72,2882.34,143.5
1294.05,4.151,2.881,517.32,1765.47,2751.28,109.9
1333.94,4.167,2.853,510.19,1734.73,2750.06,111.0
1450.94,4.157,2.949,597.08,1862.75,2911.76,147.5
1460.72,4.16,2.993,612.83,1939.66,2892.89,152.1
1475.12,4.186,3.049,615.22,1927.37,2898.09,156.4
1069.8,4.019,2.694,318.29,1371.18,2411.5,17.0
1262.81,4.102,2.795,455.45,1657.12,2639.71,93.0
1354.66,4.138,2.86,533.82,1827.33,2779.23,126.1
1397.91,4.175,2.911,542.56,1829.02,2754.01,128.9
1281.23,4.116,2.808,477.95,1741.05,2768.49,103.5
1095.22,4.002,2.712,339.55,1419.6,2530.18,29.2
1368.95,4.136,2.906,565.34,1805.23,2807.42,135.8
1331.94,4.147,2.928,500.92,1729.98,2778.92,122.7
1046.04,4.069,2.741,305.48,1334.05,2381.06,15.6
1200.52,4.069,2.752,431.26,1616.38,2667.14,79.4
1109.0,4.021,2.772,357.66,1373.87,2437.02,30.4
1127.86,4.11,2.727,382.82,1522.03,2615.06,58.0
1026.58,3.985,2.696,290.64,1303.27,2306.58,4.1
1193.93,4.084,2.755,407.41,1550.83,2591.64,68.7
1217.08,4.144,2.811,482.32,1641.5,2693.96,93.9
1286.0,4.102,2.816,471.11,1680.99,2669.58,105.7
1325.67,4.124,2.911,494.44,1818.4,2764.54,113.1
1420.55,4.156,2.929,564.59,1810.26,2899.96,142.3
1101.92,4.006,2.741,347.76,1386.81,2407.26,37.4
1083.22,4.048,2.681,296.2,1437.43,2374.56,21.4
1415.32,4.157,2.898,605.9,1854.51,2970.74,144.9
1081.96,4.006,2.707,335.66,1366.95,2398.41,27.5
1492.11,4.186,3.05,647.25,2000.77,2987.65,165.7
1436.37,4.186,2.933,611.58,1893.07,2879.65,143.4
1221.55,4.098,2.838,439.2,1638.3,2634.49,85.6
1477.38,4.18,3.047,654.34,2030.4,2939.28,166.9
1039.9,4.02,2.708,320.54,1315.15,2403.54,17.5
1137.63,4.071,2.771,398.78,1489.83,2488.87,52.2
1342.09,4.124,2.855,506.65,1723.71,2735.93,108.9
1181.62,4.06,2.795,383.7,1491.09,2606.89,60.2
1431.75,4.205,3.006,623.95,1947.57,2915.29,157.9
1028.46,4.001,2.728,292.92,1339.49,2413.82,12.1
1271.44,4.138,2.844,455.3,1677.74,2673.87,93.9
1259.98,4.099,2.877,477.78,1722.56,2711.9,100.9
1295.66,4.112,2.882,499.19,1734.85,2780.74,111.3
1158.35,4.027,2.796,346.88,1421.45,2438.01,44.2
1158.67,4.063,2.755,362.23,1486.19,2596.33,62.6
1437.68,4.167,2.962,584.99,1865.66,2852.74,143.6
1129.49,4.005,2.688,346.68,1369.35,2461.11,33.9
1386.44,4.166,2.957,578.8,1845.39,2834.21,140.7
1246.4,4.12,2.829,495.87,1634.39,2715.76,96.1
1363.51,4.121,2.927,523.13,1798.13,2781.07,129.8
1317.83,4.13,2.929,549.57,1834.83,2781.17,121.6
1106.59,4.046,2.756,382.45,1414.83,2440.29,36.1
1266.55,4.088,2.816,496.06,1721.51,2725.7,97.1
1435.83,4.166,2.917,585.68,1910.39,2966.77,147.6
1240.48,4.103,2.805,426.47,1556.97,2594.36,74.0
1501.69,4.229,3.016,623.19,1970.32,2962.98,164.4
1227.32,4.094,2.814,416.66,1540.49,2597.52,77.4
1026.58,4.018,2.703,351.11,1364.53,2481.63,25.1
1196.62,4.063,2.749,415.28,1505.97,2572.92,66.8
1516.03,4.208,3.002,639.44,1980.44,2985.37,161.8
1078.21,4.081,2.774,364.35,1483.17,2552.38,55.0
1444.26,4.149,2.954,568.98,1889.04,2876.89,147.7
1430.19,4.193,2.933,612.63,1895.68,2940.15,149.9
1146.14,4.052,2.821,397.72,1544.54,2607.33,60.2
1070.78,3.991,2.7,303.22,1307.74,2361.78,15.1
1393.48,4.139,2.815,556.77,1760.85,2849.52,123.5
1169.13,4.076,2.785,387.37,1500.75,2543.17,53.6
1372.08,4.161,2.907,542.04,1866.0,2803.47,133.3
1186.96,4.089,2.787,394.33,1593.11,2681.92,75.8
1234.53,4.1,2.798,447.65,1679.35,2678.93,83.0
1400.53,4.163,2.9,545.66,1801.6,2796.5,132.5
1172.57,4.069,2.826,400.28,1475.29,2541.87,65.6
1203.51,4.096,2.806,420.25,1598.12,2671.88,75.9
1249.93,4.057,2.782,421.7,1531.32,2535.87,64.6
1202.25,4.081,2.764,409.86,1543.82,2515.66,63.1
1279.38,4.118,2.868,452.13,1668.84,2613.45,89.9
1358.6,4.174,2.945,563.83,1807.23,2841.97,137.7
1155.04,4.082,2.8,399.64,1517.14,2593.78,62.1
1251.67,4.11,2.824,472.72,1659.5,2685.22,89.6
1297.94,4.155,2.893,510.33,1757.05,2723.85,114.4
1170.86,4.002,2.759,356.11,1455.92,2492.17,46.5
1169.72,4.066,2.738,349.27,1488.96,2534.09,47.9
1449.48,4.226,3.005,618.56,1978.24,2919.8,158.7
1394.8,4.13,2.946,512.33,1727.22,2803.39,123.3
1275.74,4.097,2.838,477.9,1727.74,2780.02,98.5
1375.99,4.152,2.893,506.8,1695.66,2761.52,110.5
1032.25,3.979,2.729,310.19,1316.44,2408.39,6.0
1310.69,4.107,2.862,485.32,1700.57,2707.35,105.5
1277.63,4.101,2.861,463.01,1668.89,2648.16,87.1
1292.26,4.089,2.757,485.11,1679.16,2739.96,93.2
1184.4,4.084,2.714,395.63,1541.77,2566.4,61.7
1046.49,3.992,2.756,340.71,1339.91,2329.39,14.8
1110.26,4.039,2.71,362.22,1392.71,2534.14,33.7
1452.02,4.195,3.012,620.42,1932.04,2977.25,161.7
1198.34,4.11,2.835,455.64,1517.47,2672.22,70.1
1194.26,4.112,2.804,430.96,1581.61,2609.18,79.9
993.65,3.992,2.749,319.93,1341.45,2352.47,9.9
1033.25,3.974,2.683,304.08,1273.98,2376.35,7.3
1378.46,4.158,2.899,532.28,1820.27,2862.32,122.2
1279.71,4.091,2.821,477.72,1621.19,2726.03,91.9
1240.19,4.091,2.855,449.49,1625.73,2568.2,87.0
1162.85,4.021,2.733,355.14,1456.54,2457.83,42.1
1347.04,4.16,2.862,538.28,1835.46,2830.92,126.9
1038.64,4.013,2.709,315.8,1380.73,2466.64,29.4
1041.38,4.03,2.716,355.61,1420.94,2436.3,33.1
1189.61,4.087,2.777,419.94,1602.48,2616.38,78.9
1158.8,4.055,2.731,373.34,1465.4,2523.84,49.4
1105.22,4.056,2.775,357.97,1414.84,2454.29,42.8
1321.51,4.121,2.896,508.14,1743.71,2731.1,110.0
1354.06,4.112,2.868,501.08,1735.58,2767.48,111.0
1376.01,4.126,2.908,568.32,1855.34,2877.91,140.3
1210.73,4.08,2.767,420.84,1568.81,2556.68,71.6
1060.02,4.003,2.64,309.7,1344.78,2383.39,13.4
1111.22,4.034,2.759,350.17,1413.74,2523.11,47.2
1522.62,4.197,3.021,639.21,1968.05,3041.32,166.6
1278.15,4.133,2.882,499.1,1665.21,2722.18,101.8
1333.45,4.162,2.836,561.57,1751.48,2846.48,120.9
1072.57,3.962,2.671,260.61,1260.44,2248.34,2.2
1259.92,4.092,2.811,463.14,1670.49,2668.76,88.6
1055.11,4.018,2.709,296.23,1314.01,2329.38,7.3
1305.77,4.142,2.883,460.88,1641.65,2685.8,97.2
1439.57,4.167,2.943,607.79,1944.17,2962.59,156.6
1513.52,4.221,3.018,621.49,1988.29,2905.2,164.7
1245.22,4.077,2.777,438.57,1642.99,2618.56,92.4
1204.33,4.11,2.82,434.72,1555.68,2654.14,78.4
1462.45,4.183,2.984,651.79,1924.65,2969.72,160.7
1308.9,4.163,2.861,515.52,1703.95,2747.24,114.8
1063.73,3.996,2.696,304.99,1386.39,2419.45,12.0
1228.22,4.082,2.802,422.28,1547.84,2676.5,79.7
1105.63,4.039,2.735,341.42,1403.4,2497.98,41.6
1240.35,4.059,2.77,433.43,1601.92,2582.52,80.4
1209.76,4.051,2.798,412.52,1537.52,2682.2,78.0
1270.1,4.123,2.809,491.51,1649.33,2638.45,99.4
1171.63,4.085,2.793,384.96,1525.67,2517.58,61.3
1096.48,4.038,2.724,319.1,1395.13,2465.9,28.8
1249.57,4.071,2.778,479.16,1639.35,2601.42,86.1
1397.48,4.174,3.002,594.25,1890.71,2938.49,141.3
1340.72,4.11,2.91,488.5,1743.2,2847.01,113.2
1156.41,4.07,2.837,374.19,1488.62,2575.32,58.2
1447.61,4.209,2.985,617.86,1963.7,2926.11,159.1
1414.42,4.189,2.953,608.0,1973.71,2887.7,155.2
1128.94,4.064,2.757,338.76,1438.32,2402.59,36.4
1033.05,3.996,2.729,315.22,1279.36,2362.66,7.7
1364.74,4.142,2.896,540.72,1820.5,2826.72,126.3
1431.32,4.165,2.865,573.11,1884.05,2889.68,140.9
1470.03,4.166,2.997,626.22,1937.9,3033.86,164.6
1404.5,4.169,2.976,584.79,1907.81,2955.61,151.4
1289.22,4.11,2.819,472.32,1714.57,2738.95,102.5
1260.33,4.096,2.776,441.96,1680.96,2682.89,90.6
1021.47,4.002,2.685,273.03,1278.21,2302.18,5.7
1157.58,4.013,2.644,373.58,1401.73,2508.28,42.7
1156.46,4.064,2.778,443.4,1610.57,2640.99,78.7
1329.53,4.145,2.836,486.87,1710.71,2789.2,107.2
1285.76,4.067,2.835,485.02,1673.1,2708.26,95.2
1371.58,4.159,2.907,546.96,1808.78,2918.95,126.5
1052.06,4.042,2.761,351.86,1472.82,2558.28,48.3
1301.88,4.112,2.855,446.28,1659.12,2628.73,96.5
1027.12,4.041,2.701,313.71,1364.9,2392.47,15.9
1184.17,4.075,2.74,420.34,1537.03,2651.37,70.9
1359.84,4.16,2.895,521.81,1816.68,2804.07,127.8
1344.79,4.137,2.845,510.25,1777.96,2764.15,118.2
1510.72,4.196,3.019,658.51,1986.85,3060.85,168.4
1156.94,4.045,2.766,391.02,1490.86,2470.06,48.0
1257.54,4.109,2.765,444.65,1609.11,2681.17,85.2
1164.26,4.045,2.782,385.31,1571.99,2539.74,56.7
1219.97,4.061,2.752,415.91,1588.8,2646.51,75.5
1393.71,4.172,2.935,608.56,1926.78,2878.68,145.8
1311.11,4.138,2.851,522.79,1786.05,2757.06,116.6
1457.21,4.139,2.993,584.71,1951.84,2963.6,150.1
1122.75,4.034,2.749,355.55,1418.43,2523.29,35.4
1447.97,4.149,2.928,582.86,1935.99,2905.81,148.6
1028.2,4.016,2.695,286.67,1362.45,2381.54,11.1
1460.95,4.141,3.002,593.31,1922.49,2957.29,151.2
1128.7,4.098,2.807,371.4,1481.81,2551.5,56.6
1178.08,4.05,2.717,365.92,1547.52,2561.65,54.2
1237.36,4.081,2.851,427.48,1633.68,2735.66,87.5
1508.95,4.182,3.037,612.62,1956.32,2906.56,160.0
998.12,4.012,2.702,289.54,1318.92,2396.24,9.1
1212.41,4.083,2.765,371.82,1495.53,2644.79,60.5
1411.74,4.165,2.927,594.19,1899.55,2944.24,145.8
1179.13,4.045,2.742,380.58,1560.43,2539.05,67.9
1104.8,4.009,2.741,336.75,1412.51,2522.87,34.7
1184.67,4.086,2.782,427.02,1568.42,2607.3,72.8
1181.92,4.091,2.789,420.44,1535.88,2605.54,66.2
1434.44,4.205,2.994,603.22,1923.06,2983.45,155.7
1352.76,4.154,2.974,561.26,1839.38,2895.19,129.8
1252.67,4.116,2.845,440.4,1636.78,2629.41,86.4
1470.92,4.236,3.072,678.5,2018.88,2994.55,168.0
1202.12,4.112,2.734,409.58,1583.73,2646.75,79.6
1006.12,4.022,2.711,285.4,1351.59,2328.34,10.8
1115.06,4.03,2.793,364.83,1482.98,2530.3,45.3
1240.22,4.102,2.777,402.15,1571.18,2605.26,74.7
1060.59,4.033,2.787,318.89,1364.04,2431.99,27.5
1452.37,4.202,3.022,632.97,1977.12,2944.29,161.1
1377.72,4.177,2.909,550.97,1773.7,2863.3,130.6
1121.07,4.054,2.717,363.83,1447.95,2479.44,46.3
1338.32,4.113,2.881,477.59,1698.7,2718.65,100.8
1345.05,4.12,2.857,492.54,1782.7,2809.53,122.9
1475.55,4.182,2.983,625.59,1922.29,2938.12,160.1
1457.98,4.18,2.902,587.44,1911.23,2845.75,150.0
1268.5,4.104,2.839,444.06,1605.39,2696.41,88.1
1382.82,4.158,2.922,527.49,1834.99,2844.21,131.9
1264.37,4.128,2.827,477.19,1657.73,2686.78,96.0
1314.34,4.124,2.846,471.82,1658.44,2693.11,94.4
1061.39,4.014,2.731,299.43,1330.89,2434.16,20.4
1057.64,4.001,2.703,322.97,1386.44,2494.34,22.3
1236.23,4.109,2.793,479.6,1641.37,2609.97,90.5
